age,monthly_income_inr,existing_loans_count,credit_utilization_ratio,upi_monthly_inflow_inr,bounced_payments_count,credit_bureau_score,is_thin_file,employment_type_salaried,employment_type_self_employed
-1.1457622225991237,0.9528123917964031,0.053276865832984376,0.14973535193168971,0.995850911264472,-0.22788426418322943,-0.14838659004122198,0,False,True
0.27094531693611457,-1.3854341013812754,-0.6416387754668119,-0.5878772191603775,-1.1512275184542644,-0.22788426418322943,0.04899433079398356,1,True,False
0.7136664230408766,-1.586508410990142,-0.6416387754668119,-1.4361316759162546,0.07603215815230101,-1.1274274122749242,0.12794669912806578,0,False,True
-0.17177578916864744,0.28704139442730797,0.053276865832984376,1.5880798655612207,-0.6568296700846444,-0.22788426418322943,1.3385496802506598,0,False,False
1.3334759715875433,-0.5768110616634172,1.443108148432577,0.1866159804862931,1.2115749194252796,-0.22788426418322943,0.47665299260359556,0,True,False
0.27094531693611457,-0.14453273351367388,1.443108148432577,0.8873479230237566,0.13839966057914,-1.1274274122749242,-1.1945054704678113,0,False,False
-1.7655717711457906,1.3648952639591645,1.443108148432577,1.4405573513428072,-1.0635286775067205,0.6716588839084654,-0.8326404489366012,0,False,False
-0.43740845283150465,0.11416024317635756,1.443108148432577,0.92422855157836,1.5558773079394586,-0.22788426418322943,1.7727877060881119,0,True,False
0.7136664230408766,-1.2703979672785919,1.443108148432577,1.5880798655612207,0.1040713294114261,-1.1274274122749242,0.956946566635929,0,True,False
-0.17177578916864744,1.1640724544248557,-0.6416387754668119,-1.362370418807048,-0.8831811938317249,-1.1274274122749242,0.5227085407984768,0,True,False
0.7136664230408766,1.6511023488058063,1.443108148432577,0.11285472337708632,1.3800428788284964,-1.1274274122749242,-0.016799309484418285,0,True,False
0.802210644261829,-1.539201246965842,0.7481925071327806,0.6291835231415334,0.917964324433569,0.6716588839084654,1.3977639565012214,0,True,False
-1.0572180013781716,0.05425292541671777,1.443108148432577,0.8504672944691533,0.19797198082438394,-0.22788426418322943,-1.2931959308854142,0,False,False
1.4220201928084957,-0.07627561327871904,1.443108148432577,-0.956683504706411,0.3989921660507595,-1.1274274122749242,-0.06285485767929958,0,True,False
-0.43740845283150465,-0.6832207432087724,0.7481925071327806,1.0348704372421702,0.7669080207032045,0.6716588839084654,0.8582561062183263,0,True,False
-1.7655717711457906,-1.0408538492297958,1.443108148432577,0.9611091801329634,0.2498575500702416,-1.1274274122749242,0.04899433079398356,1,True,False
-1.5884833287038858,-0.36421804863980883,-1.3365544167666081,0.03909346626787955,1.4233682026432193,-0.22788426418322943,0.08847051496102466,0,True,False
-1.0572180013781716,0.36591181780859694,1.443108148432577,-0.29283219072355077,-0.9691330459157719,1.5712020320001603,0.04899433079398356,1,True,False
0.35948953815706697,0.0076751116086351155,1.443108148432577,-1.2886091616978412,0.08826108019677924,0.6716588839084654,0.04899433079398356,1,True,False
1.1563875291456385,-0.28844107617557935,-1.3365544167666081,0.4447803803685164,0.8502685059730645,2.470745180091855,0.3187482559354311,0,False,True
1.067843307924686,-0.6607366365433156,1.443108148432577,0.7767060373599465,0.05431126328282301,-1.1274274122749242,-1.970870425752953,0,True,False
0.5365779805989718,1.0891254322066666,-0.6416387754668119,-1.4361316759162546,-1.602241810047045,1.5712020320001603,-0.326029418792907,0,False,False
